X,Y,Score,Match_addr,ICO,ZNACKA,NAZEV,ULICE,PSC,MESTO,OKRES,KRAJ,rok,addr,ul
-736836.7544,-1045993.8042,100,"Rubensova 2238, Praha 10000",49621173,BENU,BENU Lékárna,Rubensova 2238,10000,Praha 10,,,2015,"Rubensova 2238, Praha 10000",Rubensova
-736836.7544,-1045993.8042,100,"Rubensova 2238, Praha 10000",61856681,,Lékárna Skalka - Hela s r.o.,Rubensova 2238,10000,Praha 10,Praha 10,Hl.m.Praha,1999,"Rubensova 2238, Praha 10000",Rubensova
-738030.9956,-1044506.001,100,"Slunečná 2, Praha 10000",25839136,Plzeňská lékárna,Slunečná lékárna,Slunečná 2,10000,Praha 10,,,2015,"Slunečná 2, Praha 10000",Slunečná
-738030.9956,-1044506.001,100,"Slunečná 2101, Praha 10000",64832481,,"Lékárna Slunečná -INTEC PHARMA, s.r.o.",Slunečná 2101,10000,Praha 10,Praha 10,Hl.m.Praha,1999,"Slunečná 2101, Praha 10000",Slunečná
-738421.998500001,-1045374.0003,100,"V olšinách 449, Praha 10000",49621173,BENU,BENU Lékárna,V Olšinách 449/41,10000,Praha 10,,,2015,"V Olšinách 449, Praha 10000",V
-738466.507599998,-1045375.2807,97,"V olšinách 421, Praha 10000",60162988,,Lékárna V OLŠINÁCH,V Olšinách 41,10000,Praha 10,Praha 10,Hl.m.Praha,1999,"V Olšinách 41, Praha 10000",V
-742256.605900001,-1044418.3219,100,"Jugoslávská 9, Praha 12000",49621173,BENU,BENU Lékárna,Jugoslávská 9,12000,Praha 2,,,2015,"Jugoslávská 9, Praha 12000",Jugoslávská
-742256.605900001,-1044418.3219,100,"Jugoslávská 9, Praha 12000",14947129,,Vilímova lékárna,Jugoslávská 9,12000,Praha 2,Praha 2,Hl.m.Praha,1999,"Jugoslávská 9, Praha 12000",Jugoslávská
-741718.9954,-1045768.0045,100,"Čestmírova 363, Praha 14000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Čestmírova 363/1,14000,Praha 4,,,2015,"Čestmírova 363, Praha 14000",Čestmírova
-741718.9954,-1045768.0045,100,"Čestmírova 1, Praha 14000",60432209,,Lékárna U ZLATÉ KORUNY,Čestmírova 1,14000,Praha 4,Praha 4,Hl.m.Praha,1999,"Čestmírova 1, Praha 14000",Čestmírova
-742048.996300001,-1048189.0025,100,"Krčská 1079, Praha 14000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Krčská 1079/59,14000,Praha 4,,,2015,"Krčská 1079, Praha 14000",Krčská
-742048.996300001,-1048189.0025,100,"Krčská 1079, Praha 14000",15077799,,Krčská lékárna,Krčská 1079,14000,Praha 4,Praha 4,Hl.m.Praha,1999,"Krčská 1079, Praha 14000",Krčská
-744247.289900001,-1044480.5102,100,"Štefánikova 250, Praha 15000",49621173,BENU,BENU Lékárna,Štefánikova 250/6,15000,Praha 5,,,2015,"Štefánikova 250, Praha 15000",Štefánikova
-744184.408500001,-1043906.8952,100,"Štefánikova 6, Praha 15000",43657176,,Lékárna U Anděla,Štefánikova 6,15000,Praha 5,Praha 5,Hl.m.Praha,1999,"Štefánikova 6, Praha 15000",Štefánikova
-744386.485300001,-1040862.6103,100,"Jugoslávských partyzánů 636, Praha 16000",26230071,Dr.Max,Dr.Max LÉKÁRNA,Jugoslávských partyzánů 636/20,16000,Praha 6,,,2015,"Jugoslávských partyzánů 636, Praha 16000",Jugoslávských
-744386.485300001,-1040862.6103,100,"Jugoslávských partyzánů 20, Praha 16000",49231952,,Lékárna Bubeneč,Jugoslávských partyzánů 20,16000,Praha 6,Praha 6,Hl.m.Praha,1999,"Jugoslávských partyzánů 20, Praha 16000",Jugoslávských
-751143.585299999,-1044398.6927,100,"Makovského 1349, Praha 16300",26230071,Dr.Max,Dr.Max LÉKÁRNA,Makovského 1349/2a,16300,Praha 6,,,2015,"Makovského 1349, Praha 16300",Makovského
-751454.389600001,-1044299.649,NA,,62704761,,Lékárna Podnecká,Makovského 1349,16000,Praha 6,Praha 6,Hl.m.Praha,1999,"Makovského 1349, Praha 16000",Makovského
-747292.996199999,-1041567.004,97.5,"Na dlouhém lánu 119, Praha 16000",49621173,BENU,BENU Lékárna,Na Dlouhém lánu 11,16000,Praha 6,,,2015,"Na Dlouhém lánu 11, Praha 16000",Na
-747292.996199999,-1041567.004,97.5,"Na dlouhém lánu 119, Praha 16000",25128973,,PHARMA MARKET s.r.o.,Na dlouhém lánu 11,16000,Praha 6,Praha 6,Hl.m.Praha,1999,"Na dlouhém lánu 11, Praha 16000",Na
-746768.518599998,-1042764.4345,100,"Pod Marjánkou 1906, Praha 16900",49621173,BENU,BENU Lékárna,Pod Marjánkou 1906/12,16900,Praha 6,,,2015,"Pod Marjánkou 1906, Praha 16900",Pod
-746601.999899998,-1042845.0009,95.2,"Pod Marjánkou 1427, Praha 16900",48574368,,Lékárna Pod Marjánkou,Pod Marjánkou 12,16900,Praha 6,Praha 6,Hl.m.Praha,1999,"Pod Marjánkou 12, Praha 16900",Pod
-742614.999299999,-1038624.0013,100,"Mazurská 484, Praha 18100",49621173,BENU,BENU Lékárna,Mazurská 484/2,18100,Praha 8,,,2015,"Mazurská 484, Praha 18100",Mazurská
-742614.999299999,-1038624.0013,100,"Mazurská 484, Praha 18100",65409485,,"Lékárna Citypharm, s.r.o.",Mazurská 484,18100,Praha 8,Praha 8,Hl.m.Praha,1999,"Mazurská 484, Praha 18100",Mazurská
-737094.999200001,-1039535,100,"Jablonecká 423, Praha 19000",49621173,BENU,BENU Lékárna,Jablonecká 423,19000,Praha 9,,,2015,"Jablonecká 423, Praha 19000",Jablonecká
-737094.999200001,-1039535,100,"Jablonecká 423, Praha 19000",62930508,,Lékárna Jizerka,Jablonecká 423,19000,Praha 9,Praha 9,Hl.m.Praha,1999,"Jablonecká 423, Praha 19000",Jablonecká
-733169.975499999,-1042733.1113,100,"Vajgarská 1141, Praha 19800",26230071,Dr.Max,Dr.Max LÉKÁRNA,Vajgarská 1141,19800,Praha 9,,,2015,"Vajgarská 1141, Praha 19800",Vajgarská
-733169.975499999,-1042733.1113,100,"Vajgarská 1141, Praha 19800",60166177,,Kyjská lékárna,Vajgarská 1141,19800,Praha 9,Praha 9,Hl.m.Praha,1999,"Vajgarská 1141, Praha 19800",Vajgarská
-557950.6413,-1134069.9689,100,"Trávnická 2, Prostějov 79601",49621173,BENU,BENU Lékárna,Trávnická 2,79601,Prostějov,,,2015,"Trávnická 2, Prostějov 79601",Trávnická
-557950.6413,-1134069.9689,100,"Trávnická 2, Prostějov 79601",49144839,,Lékárna Centrum,Trávnická 2,79601,Prostějov,Prostějov,Jižní Morava,1999,"Trávnická 2, Prostějov 79601",Trávnická
-791409.087000001,-1034303.364,100,"Nádražní 225, Rakovník 26901",49621173,BENU,BENU Lékárna,Nádražní 225,26901,Rakovník,,,2015,"Nádražní 225, Rakovník 26901",Nádražní
-791409.087000001,-1034303.364,100,"Nádražní 225, Rakovník 26901",47537418,,"Lékárna u parku, spol. s r.o.",Nádražní 225,26901,Rakovník,Rakovník,Střední Čechy,1999,"Nádražní 225, Rakovník 26901",Nádražní
-806724.316599999,-1072736.8947,100,"Malé náměstí 105, Rokycany 33701",26230071,Dr.Max,Dr.Max LÉKÁRNA,Malé náměstí 105,33701,Rokycany,,,2015,"Malé náměstí 105, Rokycany 33701",Malé
-806724.316599999,-1072736.8947,100,"Malé náměstí 105, Rokycany 33701",48379611,,Lékárna U Barborky,Malé náměstí 105,33701,Rokycany,Rokycany,Západní Čechy,1999,"Malé náměstí 105, Rokycany 33701",Malé
-870887.998799998,-999696.752500001,100,"Sídliště 603, Rotava 35701",26230071,Dr.Max,Dr.Max LÉKÁRNA,Sídliště 603,35701,Rotava,,,2015,"Sídliště 603, Rotava 35701",Sídliště
-870886.4716,-999695.5702,NA,,49743945,,Lékárna Helios,Sídliště 603,35702,Rotava,Sokolov,Západní Čechy,1999,"Sídliště 603, Rotava 35702",Sídliště
-610552.2304,-1050268.7635,100,"Jiráskova 1389, Rychnov nad Kněžnou 51601",26230071,Dr.Max,Dr.Max LÉKÁRNA,Jiráskova 1389,51601,Rychnov nad Kněžnou,,,2015,"Jiráskova 1389, Rychnov nad Kněžnou 51601",Jiráskova
-610552.2304,-1050268.7635,100,"Jiráskova 1389, Rychnov nad Kněžnou 51601",46460535,,Lékárna Na Láni,Jiráskova 1389,51601,Rychnov nad Kněžnou,Rychnov n/K,Východní Čechy,1999,"Jiráskova 1389, Rychnov nad Kněžnou 51601",Jiráskova
-609547.584899999,-1051262.2729,100,"Mírová 1545, Rychnov nad Kněžnou 51601",26230071,Dr.Max,Dr.Max LÉKÁRNA,Mírová 1545,51601,Rychnov nad Kněžnou,,,2015,"Mírová 1545, Rychnov nad Kněžnou 51601",Mírová
-609547.584899999,-1051262.2729,100,"Mírová 1545, Rychnov nad Kněžnou 51601",46460535,,Lékárna Na Drahách,Mírová 1545,51601,Rychnov nad Kněžnou,Rychnov n/K,Východní Čechy,1999,"Mírová 1545, Rychnov nad Kněžnou 51601",Mírová
-610238.8631,-1051054.634,100,"Staré náměstí 26, Rychnov nad Kněžnou 51601",26230071,Dr.Max,Dr.Max LÉKÁRNA,Staré náměstí 26,51601,Rychnov nad Kněžnou,,,2015,"Staré náměstí 26, Rychnov nad Kněžnou 51601",Staré
-610238.8631,-1051054.634,100,"Staré náměstí 26, Rychnov nad Kněžnou 51601",46460535,,Lékárna,Staré náměstí 26,51601,Rychnov nad Kněžnou,Rychnov n/K,Východní Čechy,1999,"Staré náměstí 26, Rychnov nad Kněžnou 51601",Staré
-610350.870200001,-1051015.5225,100,"Svatohavelská 105, Rychnov nad Kněžnou 51601",25839136,Plzeňská lékárna,Lékárna U sv. Havla,Svatohavelská 105,51601,Rychnov nad Kněžnou,,,2015,"Svatohavelská 105, Rychnov nad Kněžnou 51601",Svatohavelská
-610381.635400001,-1051022.6236,100,"Svatohavelská 266, Rychnov nad Kněžnou 51601",25275321,,Lékárna U Svatého Havla,Svatohavelská 266,51601,Rychnov nad Kněžnou,Rychnov n/K,Východní Čechy,1999,"Svatohavelská 266, Rychnov nad Kněžnou 51601",Svatohavelská
-748917.710000001,-1090393.8774,100,"Růžová 118, Sedlčany 26401",26230071,Dr.Max,Dr.Max LÉKÁRNA,Růžová 118,26401,Sedlčany,,,2015,"Růžová 118, Sedlčany 26401",Růžová
-748917.710000001,-1090393.8774,100,"Růžová 118, Sedlčany 26401",46350471,,LINEPHARM - lékárna Růžová,Růžová 118,26401,Sedlčany,Příbram,Střední Čechy,1999,"Růžová 118, Sedlčany 26401",Růžová
-764638.5557,-1023916.0416,100,"Wilsonova 596, Slaný 27401",49621173,BENU,BENU Lékárna,Wilsonova 596,27401,Slaný,,,2015,"Wilsonova 596, Slaný 27401",Wilsonova
-764638.5557,-1023916.0416,100,"Wilsonova 596, Slaný 27401",25142682,,"Lékárna u Divadla, PROFA, s.r.o.",Wilsonova 596,27401,Slaný,Kladno,Střední Čechy,1999,"Wilsonova 596, Slaný 27401",Wilsonova
-589821.601300001,-1165088.7175,100,"Karla Čapka 1656, Šlapanice 66451",26230071,Dr.Max,Dr.Max LÉKÁRNA,Karla Čapka 1656,66451,Šlapanice,,,2015,"Karla Čapka 1656, Šlapanice 66451",Karla
-589821.601300001,-1165088.7175,100,"Karla Čapka 1656, Šlapanice 66451",49969650,,"Lékárna K.E.I. pharma, s.r.o.",Karla Čapka 1656,66451,Šlapanice,Brno-venkov,Jižní Morava,1999,"Karla Čapka 1656, Šlapanice 66451",Karla
-507328.2007,-1181688.6163,100,"Horní náměstí 112, Slavičín 76321",26230071,Dr.Max,Dr.Max LÉKÁRNA,Horní náměstí 112,76321,Slavičín,,,2015,"Horní náměstí 112, Slavičín 76321",Horní
-507328.2007,-1181688.6163,100,"Horní náměstí 112, Slavičín 76321",47902515,,"VIAPHARM, s.r.o.",Horní náměstí 112,76321,Slavičín,Zlín,Jižní Morava,1999,"Horní náměstí 112, Slavičín 76321",Horní
-542795.6752,-1107399.6684,100,"Nádražní 1, Šternberk 78501",49621173,BENU,BENU Lékárna,Nádražní 1,78501,Šternberk,,,2015,"Nádražní 1, Šternberk 78501",Nádražní
-542795.6752,-1107399.6684,100,"Nádražní 1, Šternberk 78501",47985755,,Lékárna OLLAPHARM v.o.s.,Nádražní 1,78501,Šternberk,Olomouc,Severní Morava,1999,"Nádražní 1, Šternberk 78501",Nádražní
-849143.5145,-1064889.4551,100,"Benešova 511, Stříbro 34901",49621173,BENU,BENU Lékárna,Benešova 511,34901,Stříbro,,,2015,"Benešova 511, Stříbro 34901",Benešova
-849143.5145,-1064889.4551,100,"Benešova 511, Stříbro 34901",574520,,Lékárna,Benešova 511,34901,Stříbro,Tachov,Západní Čechy,1999,"Benešova 511, Stříbro 34901",Benešova
-671001.394099999,-979536.5726,100,"Poštovní 83, Tanvald 46841",49621173,BENU,BENU Lékárna,Poštovní 83,46841,Tanvald,,,2015,"Poštovní 83, Tanvald 46841",Poštovní
-671001.394099999,-979536.5726,100,"Poštovní 83, Tanvald 46841",43257186,,Lékárna Tanvald,Poštovní 83,46841,Tanvald,Jablonec n/N,Severní Čechy,1999,"Poštovní 83, Tanvald 46841",Poštovní
-681442.635000002,-1152407.2993,100,"Masarykova 330, Telč 58856",26230071,Dr.Max,Dr.Max LÉKÁRNA,Masarykova 330,58856,Telč,,,2015,"Masarykova 330, Telč 58856",Masarykova
-681442.635000002,-1152407.2993,100,"Masarykova 330, Telč 58856",49969650,,"Lékárna K.E.I. pharma, s.r.o.",Masarykova 330,58856,Telč,Jihlava,Jižní Morava,1999,"Masarykova 330, Telč 58856",Masarykova
-776820.999000002,-976540.003800001,96.25,"Duchcovská 563, Teplice 41501",26230071,Dr.Max,Dr.Max LÉKÁRNA,Duchcovská 53,41501,Teplice,,,2015,"Duchcovská 53, Teplice 41501",Duchcovská
-776820.999000002,-976540.003800001,96.25,"Duchcovská 563, Teplice 41501",14871106,,Lékárna U nemocnice,Duchcovská 53,41501,Teplice,Teplice,Severní Čechy,1999,"Duchcovská 53, Teplice 41501",Duchcovská
-775845.996800002,-975730.004999999,100,"U nádraží 529, Teplice 41501",26230071,Dr.Max,Dr.Max LÉKÁRNA,U Nádraží 529/7,41501,Teplice,,,2015,"U Nádraží 529, Teplice 41501",U
-775845.996800002,-975730.004999999,100,"U nádraží 529, Teplice 41501",25043897,,"Lékárna U nádraží, PALES, s.r.o.",U nádraží 529,41501,Teplice,Teplice,Severní Čechy,1999,"U nádraží 529, Teplice 41501",U
-777189.9998,-976576.002300002,100,"U nemocnice 3064, Teplice 41501",47304235,,Lékárna FLORA,U nemocnice 3064,41501,Teplice,Teplice,Severní Čechy,1999,"U nemocnice 3064, Teplice 41501",U
-777189.9998,-976576.002300002,100,"U nemocnice 3064, Teplice 41501",13945521,,Výdejna prostředků zdravot.techniky,U nemocnice 3064,41501,Teplice,Teplice,Severní Čechy,1999,"U nemocnice 3064, Teplice 41501",U
-444377.642999999,-1121082.0964,100,"Poštovní 415, Třinec 73961",25319141,Agel,LÉKÁRNA AGEL,Poštovní 415,73961,Třinec,,,2015,"Poštovní 415, Třinec 73961",Poštovní
-444377.642999999,-1121082.0964,100,"Poštovní 415, Třinec 73961",45217092,,Lékárna TILIA,Poštovní 415,73961,Třinec,Frýdek-Místek,Severní Morava,1999,"Poštovní 415, Třinec 73961",Poštovní
-630949.804299999,-1003977.3033,100,"Horská 64, Trutnov 54101",26230071,Dr.Max,Dr.Max LÉKÁRNA,Horská 64,54101,Trutnov,,,2015,"Horská 64, Trutnov 54101",Horská
-630949.804299999,-1003977.3033,100,"Horská 64, Trutnov 54101",18886400,,Lékárna na Horské,Horská 64,54101,Trutnov,Trutnov,Východní Čechy,1999,"Horská 64, Trutnov 54101",Horská
-554848.385299999,-1100786.3744,100,"Plzeňská 875, Uničov 78391",49621173,BENU,BENU Lékárna,Plzeňská 875,78391,Uničov,,,2015,"Plzeňská 875, Uničov 78391",Plzeňská
-554848.385299999,-1100786.3744,100,"Plzeňská 875, Uničov 78391",47985755,,Lékárna OLLAPHARM v.o.s.,Plzeňská 875,78391,Uničov,Olomouc,Severní Morava,1999,"Plzeňská 875, Uničov 78391",Plzeňská
-604065.010499999,-1073120.9845,100,"T. G. Masaryka 125, Ústí nad Orlicí 56201",26230071,Dr.Max,Dr.Max LÉKÁRNA,T. G. Masaryka 125,56201,Ústí nad Orlicí,,,2015,"T. G. Masaryka 125, Ústí nad Orlicí 56201",T.
-604065.010499999,-1073120.9845,100,"T. G. Masaryka 125, Ústí nad Orlicí 56201",61234044,,Lékárna Na Příkopech,T. G. Masaryka 125,56201,Ústí nad Orlicí,Ústí nad Orlicí,Východní Čechy,1999,"T. G. Masaryka 125, Ústí nad Orlicí 56201",T.
-496800.525800001,-1176508.6491,100,"Krátká 1008, Valašské Klobouky 76601",26230071,Dr.Max,Dr.Max LÉKÁRNA,Krátká 1008,76601,Valašské Klobouky,,,2015,"Krátká 1008, Valašské Klobouky 76601",Krátká
-496800.525800001,-1176508.6491,100,"Krátká 1008, Valašské Klobouky 76601",48472417,,Lékárna,Krátká 1008,76601,Valašské Klobouky,Zlín,Jižní Morava,1999,"Krátká 1008, Valašské Klobouky 76601",Krátká
-496480.080899999,-1139796.6799,100,"Mostní 102, Valašské Meziříčí 75701",26230071,Dr.Max,Dr.Max LÉKÁRNA,Mostní 102/16,75701,Valašské Meziříčí,,,2015,"Mostní 102, Valašské Meziříčí 75701",Mostní
-496480.080899999,-1139796.6799,100,"Mostní 102, Valašské Meziříčí 75701",60042435,,Lékárna,Mostní 102,75701,Valašské Meziříčí,Vsetín,Severní Morava,1999,"Mostní 102, Valašské Meziříčí 75701",Mostní
-805830.3684,-1149888.0499,100,"Pivovarská 332, Vimperk 38501",49621173,BENU,BENU Lékárna,Pivovarská 332/18,38501,Vimperk,,,2015,"Pivovarská 332, Vimperk 38501",Pivovarská
-805350.535100002,-1150275.2879,100,"Pivovarská 111, Vimperk 38501",49062433,,MEDICO K+S spol. s r.o.,Pivovarská 111,38501,Vimperk,Prachatice,Jižní Čechy,1999,"Pivovarská 111, Vimperk 38501",Pivovarská
-520881.4124,-1164839.2065,100,"Dlouhá 4215, Zlín 76001",49621173,BENU,BENU Lékárna,Dlouhá 4215,76001,Zlín,,,2015,"Dlouhá 4215, Zlín 76001",Dlouhá
-520881.4124,-1164839.2065,100,"Dlouhá 4215, Zlín 76001",46971092,,"Centropharm, s.r.o.",Dlouhá 4215,76001,Zlín,Zlín,Jižní Morava,1999,"Dlouhá 4215, Zlín 76001",Dlouhá
-761944.2064,-1154743.7545,100,"Tyršova 724, Zliv 37344",25216791,Devětsil JST,"Devětsil JST, s.r.o.",Tyršova 724,37344,Zliv,,,2015,"Tyršova 724, Zliv 37344",Tyršova
-761944.2064,-1154743.7545,100,"Tyršova 724, Zliv 37344",25216791,,Lékárna Devětsil,Tyršova 724,37344,Zliv,České Budějovice,Jižní Čechy,1999,"Tyršova 724, Zliv 37344",Tyršova
-755385.078699999,-1166092.6346,NA,,26230071,Dr.Max,Dr.Max LÉKÁRNA,nám. Přem.Otakara II. 88/26,37001,České Budějovice,,,2015,"nám. Přem.Otakara II. 88, České Budějovice 37001",nám.
-755745.444400001,-1166184.7954,100,"nám. Přemysla Otakara II. 26, České Budějovice 37001",63910896,,Lékárna U bílého orla,nám. Přemysla Otakara II. 26,37001,České Budějovice,České Budějovice,Jižní Čechy,1999,"nám. Přemysla Otakara II. 26, České Budějovice 37001",nám.
-887121.765000001,-1006146.9322,NA,,49621173,BENU,BENU Lékárna,tř. Svobody 502/3,35002,Cheb,,,2015,"tř. Svobody 502, Cheb 35002",tř.
-887121.765000001,-1006146.9322,NA,,25652672,,"Pharma City, s.r.o., lékárna Centrum",tř. Svobody 3,35002,Cheb,Cheb,Západní Čechy,1999,"tř. Svobody 3, Cheb 35002",tř.
-746797.445300002,-964455.170200001,NA,,49621173,BENU,BENU Lékárna,Duchcovská 1,45001,Děčín,,,2015,"Duchcovská 1, Děčín 45001",Duchcovská
-746798.426399998,-964455.565200001,100,"Duchcovská 1, Děčín 40502",49116665,,Lékárna,Duchcovská 1,40502,Děčín,Děčín,Severní Čechy,1999,"Duchcovská 1, Děčín 40502",Duchcovská
-640829.841400001,-1042359.6284,NA,,25839136,Plzeňská lékárna,Lékárna U Zlatého lva,Velké náměstí 29,50002,Hradec Králové,,,2015,"Velké náměstí 29, Hradec Králové 50002",Velké
-640829.841400001,-1042359.6284,NA,,48146552,,Lékárna U zlatého lva,Velké náměstí 29,50002,Hradec Králové,Hradec Králové,Východní Čechy,1999,"Velké náměstí 29, Hradec Králové 50002",Velké
-850096.537700001,-1011170.021,NA,,49621173,BENU,BENU Lékárna,Dr. D. Bechera 827/3,36001,Karlovy Vary,,,2015,"Dr. D. Bechera 827, Karlovy Vary 36001",Dr.
-850096.537700001,-1011170.021,NA,,25054066,,"J.N.S. Pharma s.r.o., lékárna",Dr. D. Bechera 3,36001,Karlovy Vary,Karlovy Vary,Západní Čechy,1999,"Dr. D. Bechera 3, Karlovy Vary 36001",Dr.
-850541.597399998,-1011103.323,NA,,49621173,BENU,BENU Lékárna,nám. M.Horákové 1313/8,36001,Karlovy Vary,,,2015,"nám. M.Horákové 1313, Karlovy Vary 36001",nám.
-850541.597399998,-1011103.323,NA,,25054066,,"J.N.S. Pharma s.r.o., lékárna",nám. Dr. M. Horákové 8,36001,Karlovy Vary,Karlovy Vary,Západní Čechy,1999,"nám. Dr. M. Horákové 8, Karlovy Vary 36001",nám.
-765147.1866,-1033565.3765,NA,,26230071,Dr.Max,Dr.Max LÉKÁRNA,nám. Svobody 1976,27201,Kladno,,,2015,"nám. Svobody 1976, Kladno 27201",nám.
-765147.1866,-1033565.3765,NA,,65727771,,Lékárna Formica-Poliklinika,nám. Svobody 1976,27201,Kladno,Kladno,Střední Čechy,1999,"nám. Svobody 1976, Kladno 27201",nám.
-492787.9078,-1127313.1223,NA,,25319141,Agel,LÉKÁRNA AGEL,K Nemocnici 76,74111,Nový Jičín,,,2015,"K Nemocnici 76, Nový Jičín 74111",K
-492683.880100001,-1127075.5277,97.5,"K Nemocnici 769, Nový Jičín 74101",844781,,Lékárna Delfín NsP Nový Jičín,K nemocnici 76,74101,Nový Jičín,Nový Jičín,Severní Morava,1999,"K nemocnici 76, Nový Jičín 74101",K
-545362.320599999,-1121891.5143,NA,,25319141,Agel,LÉKÁRNA AGEL,Jeremenkova 1056/40,77200,Olomouc,,,2015,"Jeremenkova 1056, Olomouc 77200",Jeremenkova
-545362.320599999,-1121891.5143,NA,,48807435,,"Ústavní lékárna, Želez. nem.,Olomouc",Jeremenkova 40,77200,Olomouc,Olomouc,Severní Morava,1999,"Jeremenkova 40, Olomouc 77200",Jeremenkova
-496220.3675,-1089974.6833,NA,,49621173,BENU,BENU Lékárna,Hlavní 120,74706,Opava - Kylešovice,,,2015,"Hlavní 120, Opava - Kylešovice 74706",Hlavní
-496220.3675,-1089974.6833,NA,,44266669,,Lékárna Žabka,Hlavní 120,74706,Opava - Kylešovice,Opava,Severní Morava,1999,"Hlavní 120, Opava - Kylešovice 74706",Hlavní
-819480.8649,-1069336.5151,NA,,49621173,BENU,BENU Lékárna,Masarykova 62,31212,Plzeň,,,2015,"Masarykova 62, Plzeň 31212",Masarykova
-822938.8147,-1070354.396,NA,,61775916,,"ALIPEX, s.r.o., lékárna Čtyřlístek",Masarykova tř. 62,30100,Plzeň,Plzeň-město,Západní Čechy,1999,"Masarykova tř. 62, Plzeň 30100",Masarykova
-823136.861499999,-1070351.6931,NA,,49621173,BENU,BENU Lékárna,Skrétova 47,30125,Plzeň,,,2015,"Skrétova 47, Plzeň 30125",Skrétova
-823136.861499999,-1070351.6931,NA,,61775916,,"ALIPEX, s.r.o., lékárna Čtyřlístek",Skrétova 47,30122,Plzeň,Plzeň-město,Západní Čechy,1999,"Skrétova 47, Plzeň 30122",Skrétova
-744351.403900001,-1041264.7022,NA,,49621173,BENU,BENU Lékárna,Vítězné nám. 9,16000,Praha 6,,,2015,"Vítězné nám. 9, Praha 16000",Vítězné
-744351.996300001,-1041265.0019,100,"Vítězné náměstí 9, Praha 16000",25650378,,"Lékárna KULATÁ, s.r.o.",Vítězné náměstí 9,16000,Praha 6,Praha 6,Hl.m.Praha,1999,"Vítězné náměstí 9, Praha 16000",Vítězné
-730992.0405,-1042138.5065,NA,,49621173,BENU,BENU Lékárna,Chlumecká 765/6,19819,Praha 9,,,2015,"Chlumecká 765, Praha 19819",Chlumecká
-730913.006000001,-1042351.0244,100,"Chlumecká 765, Praha 19800",64580768,Červený bod,"Lékárna Centrum, Červený bos, s.r.o.",Chlumecká 765,19800,Praha 9,Praha 9,Hl.m.Praha,1999,"Chlumecká 765, Praha 19800",Chlumecká
-532607.637699999,-1138245.244,NA,,25319141,Agel,LÉKÁRNA AGEL,Dvořákova 75,75152,Přerov,,,2015,"Dvořákova 75, Přerov 75152",Dvořákova
-532603.634,-1138200.705,100,"Dvořákova 75, Přerov 75002",44888830,,Ústavní lékárna,Dvořákova 75,75002,Přerov,Přerov,Severní Morava,1999,"Dvořákova 75, Přerov 75002",Dvořákova
-780058.8453,-1084169.217,NA,,25216791,Devětsil JST,Lékárna U Naděje,Zdaboř 227,26101,Příbram V,,,2015,"Zdaboř 227, Příbram V 26101",Zdaboř
-780058.8453,-1084169.217,NA,,61100323,,Lékárna U naděje,Zdaboř 227,26105,Příbram V,Příbram,Střední Čechy,1999,"Zdaboř 227, Příbram V 26105",Zdaboř
-791395.2355,-1034208.7195,NA,,49621173,BENU,BENU Lékárna,Husovo nám. 2347,26901,Rakovník,,,2015,"Husovo nám. 2347, Rakovník 26901",Husovo
-791396.059599999,-1034209.3121,100,"Husovo náměstí 2347, Rakovník 26901",63806096,,Lékárna U raka,Husovo náměstí 2347,26901,Rakovník,Rakovník,Střední Čechy,1999,"Husovo náměstí 2347, Rakovník 26901",Husovo
-749033.177299999,-1090148.5502,NA,,26230071,Dr.Max,Dr.Max LÉKÁRNA,ul. 28.října 177,26401,Sedlčany,,,2015,"ul. 28.října 177, Sedlčany 26401",ul.
-749033.177299999,-1090148.5502,NA,,46350471,,LINEPHARM - lékárna U Bílého lva,ul. 28. října 177,26401,Sedlčany,Příbram,Střední Čechy,1999,"ul. 28. října 177, Sedlčany 26401",ul.
-764392.612399999,-1023858.1534,NA,,26230071,Dr.Max,Dr.Max LÉKÁRNA,Husova tř. 105/12,27401,Slaný,,,2015,"Husova tř. 105, Slaný 27401",Husova
-764392.612399999,-1023858.1534,NA,,48704032,,Lékárna  CENTRUM,Husova třída 105,27401,Slaný,Kladno,Střední Čechy,1999,"Husova třída 105, Slaný 27401",Husova
-706785.3378,-978891.139400002,NA,,49621173,BENU,BENU Lékárna,Revoluční 161,47127,Stráž pod Ralskem,,,2015,"Revoluční 161, Stráž pod Ralskem 47127",Revoluční
-706785.3378,-978891.139400002,NA,,64580768,Červený bod,"Lékárna U slunečnice, Červ.bod, s.r.o.",Revoluční 161,47127,Stráž pod Ralskem,Česká Lípa,Severní Čechy,1999,"Revoluční 161, Stráž pod Ralskem 47127",Revoluční
-734782.944800001,-1119836.5223,NA,,49621173,BENU,BENU Lékárna,Husovo náměstí 530/1,39002,Tábor,,,2015,"Husovo náměstí 530, Tábor 39002",Husovo
-734782.944800001,-1119836.5223,NA,,46633936,,Bořivojova lékárna,Husovo náměstí 530,39001,Tábor,Tábor,Jižní Čechy,1999,"Husovo náměstí 530, Tábor 39001",Husovo
-496207.282200001,-1140917.4838,NA,,25319141,Agel,LÉKÁRNA AGEL,U nemocnice 980,75742,Valašské Meziříčí,,,2015,"U nemocnice 980, Valašské Meziříčí 75742",U
